Image 0, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 1179, true label: 1, predicted label: 1, accumulative accuracy: 0.9745762711864406
Image 1180, true label: 1, predicted label: 1, accumulative accuracy: 0.9745977984758679
Image 1181, true label: 6, predicted label: 6, accumulative accuracy: 0.9746192893401016
Image 1182, true label: 6, predicted label: 8, accumulative accuracy: 0.9737954353338969
Image 1183, true label: 9, predicted label: 9, accumulative accuracy: 0.9738175675675675
Image 1184, true label: 2, predicted label: 2, accumulative accuracy: 0.9738396624472574
Image 1185, true label: 8, predicted label: 8, accumulative accuracy: 0.9738617200674536
Image 1186, true label: 7, predicted label: 7, accumulative accuracy: 0.9738837405223252
Image 1187, true label: 2, predicted label: 2, accumulative accuracy: 0.9739057239057239
Image 1188, true label: 0, predicted label: 0, accumulative accuracy: 0.9739276703111859
Image 1189, true label: 1, predicted label: 1, accumulative accuracy: 0.9739495798319328
Image 1190, true label: 5, predicted label: 5, accumulative accuracy: 0.9739714525608733
Image 1191, true label: 0, predicted label: 0, accumulative accuracy: 0.9739932885906041
Image 1192, true label: 9, predicted label: 9, accumulative accuracy: 0.9740150880134115
Image 1193, true label: 1, predicted label: 1, accumulative accuracy: 0.974036850921273
Image 1194, true label: 7, predicted label: 7, accumulative accuracy: 0.9740585774058578
Image 1195, true label: 0, predicted label: 0, accumulative accuracy: 0.9740802675585284
Image 1196, true label: 6, predicted label: 6, accumulative accuracy: 0.9741019214703425
Image 1197, true label: 0, predicted label: 0, accumulative accuracy: 0.9741235392320534
Image 1198, true label: 8, predicted label: 8, accumulative accuracy: 0.9741451209341118
Image 1199, true label: 6, predicted label: 6, accumulative accuracy: 0.9741666666666666
total cycles (32767 Hz): 5091534 (right shift by 4)
Image 1200, true label: 8, predicted label: 8, accumulative accuracy: 0.974188176519567
Image 1201, true label: 1, predicted label: 1, accumulative accuracy: 0.9742096505823628
Image 1202, true label: 8, predicted label: 8, accumulative accuracy: 0.9742310889443059
Image 1203, true label: 0, predicted label: 0, accumulative accuracy: 0.9742524916943521
Image 1204, true label: 3, predicted label: 3, accumulative accuracy: 0.9742738589211618
Image 1205, true label: 3, predicted label: 3, accumulative accuracy: 0.9742951907131011
Image 1206, true label: 7, predicted label: 7, accumulative accuracy: 0.9743164871582436
Image 1207, true label: 2, predicted label: 2, accumulative accuracy: 0.9743377483443708
Image 1208, true label: 3, predicted label: 3, accumulative accuracy: 0.9743589743589743
Image 1209, true label: 6, predicted label: 6, accumulative accuracy: 0.9743801652892562
Image 1210, true label: 2, predicted label: 2, accumulative accuracy: 0.9744013212221305
Image 1211, true label: 1, predicted label: 1, accumulative accuracy: 0.9744224422442245
Image 1212, true label: 6, predicted label: 6, accumulative accuracy: 0.9744435284418796
Image 1213, true label: 1, predicted label: 1, accumulative accuracy: 0.9744645799011532
Image 1214, true label: 1, predicted label: 1, accumulative accuracy: 0.974485596707819
Image 1215, true label: 3, predicted label: 3, accumulative accuracy: 0.9745065789473685
Image 1216, true label: 7, predicted label: 7, accumulative accuracy: 0.9745275267050123
Image 1217, true label: 9, predicted label: 9, accumulative accuracy: 0.9745484400656814
Image 1218, true label: 0, predicted label: 0, accumulative accuracy: 0.9745693191140279
Image 1219, true label: 8, predicted label: 8, accumulative accuracy: 0.9745901639344262
Image 1220, true label: 0, predicted label: 0, accumulative accuracy: 0.9746109746109746
Image 1221, true label: 5, predicted label: 5, accumulative accuracy: 0.9746317512274959
Image 1222, true label: 4, predicted label: 4, accumulative accuracy: 0.9746524938675388
Image 1223, true label: 0, predicted label: 0, accumulative accuracy: 0.9746732026143791
Image 1224, true label: 2, predicted label: 4, accumulative accuracy: 0.9738775510204082
Image 1225, true label: 8, predicted label: 8, accumulative accuracy: 0.9738988580750407
Image 1226, true label: 7, predicted label: 2, accumulative accuracy: 0.9731051344743277
Image 1227, true label: 2, predicted label: 2, accumulative accuracy: 0.9731270358306189
Image 1228, true label: 9, predicted label: 9, accumulative accuracy: 0.9731489015459723
Image 1229, true label: 8, predicted label: 8, accumulative accuracy: 0.973170731707317
Image 1230, true label: 4, predicted label: 4, accumulative accuracy: 0.9731925264012997
Image 1231, true label: 0, predicted label: 0, accumulative accuracy: 0.9732142857142857
Image 1232, true label: 9, predicted label: 4, accumulative accuracy: 0.9724249797242498
Image 1233, true label: 5, predicted label: 5, accumulative accuracy: 0.9724473257698542
Image 1234, true label: 8, predicted label: 8, accumulative accuracy: 0.9724696356275304
Image 1235, true label: 5, predicted label: 5, accumulative accuracy: 0.9724919093851133
Image 1236, true label: 1, predicted label: 1, accumulative accuracy: 0.9725141471301536
Image 1237, true label: 2, predicted label: 2, accumulative accuracy: 0.9725363489499192
Image 1238, true label: 1, predicted label: 1, accumulative accuracy: 0.9725585149313963
Image 1239, true label: 3, predicted label: 3, accumulative accuracy: 0.9725806451612903
Image 1240, true label: 1, predicted label: 1, accumulative accuracy: 0.9726027397260274
Image 1241, true label: 7, predicted label: 7, accumulative accuracy: 0.9726247987117552
Image 1242, true label: 4, predicted label: 9, accumulative accuracy: 0.9718423169750603
Image 1243, true label: 5, predicted label: 5, accumulative accuracy: 0.9718649517684887
Image 1244, true label: 7, predicted label: 7, accumulative accuracy: 0.9718875502008032
Image 1245, true label: 2, predicted label: 2, accumulative accuracy: 0.9719101123595506
Image 1246, true label: 0, predicted label: 0, accumulative accuracy: 0.9719326383319968
Image 1247, true label: 9, predicted label: 5, accumulative accuracy: 0.9711538461538461
Image 1248, true label: 8, predicted label: 8, accumulative accuracy: 0.9711769415532426
Image 1249, true label: 8, predicted label: 8, accumulative accuracy: 0.9712
Image 1250, true label: 6, predicted label: 6, accumulative accuracy: 0.9712230215827338
Image 1251, true label: 2, predicted label: 2, accumulative accuracy: 0.9712460063897763
Image 1252, true label: 5, predicted label: 5, accumulative accuracy: 0.9712689545091779
Image 1253, true label: 4, predicted label: 4, accumulative accuracy: 0.9712918660287081
Image 1254, true label: 1, predicted label: 1, accumulative accuracy: 0.9713147410358566
Image 1255, true label: 9, predicted label: 9, accumulative accuracy: 0.9713375796178344
Image 1256, true label: 2, predicted label: 2, accumulative accuracy: 0.9713603818615751
Image 1257, true label: 1, predicted label: 1, accumulative accuracy: 0.9713831478537361
Image 1258, true label: 5, predicted label: 5, accumulative accuracy: 0.971405877680699
Image 1259, true label: 8, predicted label: 8, accumulative accuracy: 0.9714285714285714
Image 1260, true label: 7, predicted label: 7, accumulative accuracy: 0.9714512291831879
Image 1261, true label: 0, predicted label: 0, accumulative accuracy: 0.971473851030111
Image 1262, true label: 2, predicted label: 2, accumulative accuracy: 0.9714964370546318
Image 1263, true label: 4, predicted label: 4, accumulative accuracy: 0.9715189873417721
Image 1264, true label: 4, predicted label: 4, accumulative accuracy: 0.9715415019762846
Image 1265, true label: 3, predicted label: 3, accumulative accuracy: 0.9715639810426541
Image 1266, true label: 6, predicted label: 6, accumulative accuracy: 0.9715864246250987
Image 1267, true label: 8, predicted label: 8, accumulative accuracy: 0.9716088328075709
Image 1268, true label: 8, predicted label: 8, accumulative accuracy: 0.9716312056737588
Image 1269, true label: 2, predicted label: 2, accumulative accuracy: 0.9716535433070866
Image 1270, true label: 4, predicted label: 4, accumulative accuracy: 0.971675845790716
Image 1271, true label: 0, predicted label: 0, accumulative accuracy: 0.9716981132075472
Image 1272, true label: 5, predicted label: 5, accumulative accuracy: 0.9717203456402199
Image 1273, true label: 0, predicted label: 0, accumulative accuracy: 0.9717425431711146
Image 1274, true label: 4, predicted label: 4, accumulative accuracy: 0.971764705882353
Image 1275, true label: 4, predicted label: 4, accumulative accuracy: 0.9717868338557993
Image 1276, true label: 7, predicted label: 7, accumulative accuracy: 0.9718089271730619
Image 1277, true label: 9, predicted label: 9, accumulative accuracy: 0.971830985915493
Image 1278, true label: 3, predicted label: 3, accumulative accuracy: 0.9718530101641908
Image 1279, true label: 4, predicted label: 4, accumulative accuracy: 0.971875
Image 1280, true label: 1, predicted label: 1, accumulative accuracy: 0.9718969555035128
Image 1281, true label: 5, predicted label: 5, accumulative accuracy: 0.9719188767550702
Image 1282, true label: 9, predicted label: 9, accumulative accuracy: 0.9719407638347622
Image 1283, true label: 7, predicted label: 7, accumulative accuracy: 0.9719626168224299
Image 1284, true label: 3, predicted label: 3, accumulative accuracy: 0.9719844357976654
Image 1285, true label: 5, predicted label: 5, accumulative accuracy: 0.9720062208398134
Image 1286, true label: 8, predicted label: 8, accumulative accuracy: 0.972027972027972
Image 1287, true label: 8, predicted label: 8, accumulative accuracy: 0.9720496894409938
Image 1288, true label: 0, predicted label: 0, accumulative accuracy: 0.9720713731574864
Image 1289, true label: 5, predicted label: 5, accumulative accuracy: 0.9720930232558139
Image 1290, true label: 3, predicted label: 3, accumulative accuracy: 0.9721146398140976
Image 1291, true label: 3, predicted label: 3, accumulative accuracy: 0.9721362229102167
Image 1292, true label: 6, predicted label: 6, accumulative accuracy: 0.9721577726218097
Image 1293, true label: 6, predicted label: 6, accumulative accuracy: 0.9721792890262752
Image 1294, true label: 0, predicted label: 0, accumulative accuracy: 0.9722007722007722
Image 1295, true label: 1, predicted label: 1, accumulative accuracy: 0.9722222222222222
Image 1296, true label: 6, predicted label: 6, accumulative accuracy: 0.9722436391673092
Image 1297, true label: 0, predicted label: 0, accumulative accuracy: 0.9722650231124808
Image 1298, true label: 3, predicted label: 3, accumulative accuracy: 0.9722863741339491
Image 1299, true label: 5, predicted label: 7, accumulative accuracy: 0.9715384615384616
total cycles (32767 Hz): 5515826 (right shift by 4)
Image 1300, true label: 4, predicted label: 4, accumulative accuracy: 0.9715603382013835
Image 1301, true label: 4, predicted label: 4, accumulative accuracy: 0.9715821812596006
Image 1302, true label: 1, predicted label: 1, accumulative accuracy: 0.9716039907904835
Image 1303, true label: 2, predicted label: 2, accumulative accuracy: 0.9716257668711656
Image 1304, true label: 9, predicted label: 9, accumulative accuracy: 0.9716475095785441
Image 1305, true label: 1, predicted label: 1, accumulative accuracy: 0.9716692189892803
Image 1306, true label: 4, predicted label: 4, accumulative accuracy: 0.9716908951798011
Image 1307, true label: 6, predicted label: 6, accumulative accuracy: 0.9717125382262997
Image 1308, true label: 9, predicted label: 9, accumulative accuracy: 0.9717341482047365
Image 1309, true label: 9, predicted label: 9, accumulative accuracy: 0.9717557251908397
Image 1310, true label: 3, predicted label: 3, accumulative accuracy: 0.9717772692601068
Image 1311, true label: 9, predicted label: 9, accumulative accuracy: 0.9717987804878049
Image 1312, true label: 8, predicted label: 8, accumulative accuracy: 0.9718202589489718
Image 1313, true label: 4, predicted label: 4, accumulative accuracy: 0.971841704718417
Image 1314, true label: 4, predicted label: 4, accumulative accuracy: 0.9718631178707224
Image 1315, true label: 3, predicted label: 3, accumulative accuracy: 0.9718844984802432
Image 1316, true label: 1, predicted label: 1, accumulative accuracy: 0.9719058466211086
Image 1317, true label: 3, predicted label: 3, accumulative accuracy: 0.9719271623672231
Image 1318, true label: 1, predicted label: 1, accumulative accuracy: 0.9719484457922669
Image 1319, true label: 8, predicted label: 8, accumulative accuracy: 0.9719696969696969
Image 1320, true label: 8, predicted label: 8, accumulative accuracy: 0.9719909159727479
Image 1321, true label: 7, predicted label: 7, accumulative accuracy: 0.9720121028744326
Image 1322, true label: 9, predicted label: 9, accumulative accuracy: 0.9720332577475435
Image 1323, true label: 4, predicted label: 4, accumulative accuracy: 0.9720543806646526
Image 1324, true label: 8, predicted label: 8, accumulative accuracy: 0.9720754716981133
Image 1325, true label: 8, predicted label: 8, accumulative accuracy: 0.9720965309200603
Image 1326, true label: 7, predicted label: 7, accumulative accuracy: 0.9721175584024114
Image 1327, true label: 9, predicted label: 9, accumulative accuracy: 0.9721385542168675
Image 1328, true label: 7, predicted label: 7, accumulative accuracy: 0.9721595184349134
Image 1329, true label: 1, predicted label: 1, accumulative accuracy: 0.9721804511278196
Image 1330, true label: 4, predicted label: 4, accumulative accuracy: 0.9722013523666416
Image 1331, true label: 5, predicted label: 5, accumulative accuracy: 0.9722222222222222
Image 1332, true label: 6, predicted label: 6, accumulative accuracy: 0.9722430607651913
Image 1333, true label: 0, predicted label: 0, accumulative accuracy: 0.972263868065967
Image 1334, true label: 5, predicted label: 5, accumulative accuracy: 0.9722846441947566
Image 1335, true label: 2, predicted label: 2, accumulative accuracy: 0.9723053892215568
Image 1336, true label: 2, predicted label: 2, accumulative accuracy: 0.9723261032161555
Image 1337, true label: 2, predicted label: 2, accumulative accuracy: 0.9723467862481315
Image 1338, true label: 1, predicted label: 1, accumulative accuracy: 0.9723674383868559
Image 1339, true label: 5, predicted label: 5, accumulative accuracy: 0.9723880597014926
Image 1340, true label: 5, predicted label: 5, accumulative accuracy: 0.9724086502609992
Image 1341, true label: 2, predicted label: 2, accumulative accuracy: 0.9724292101341282
Image 1342, true label: 4, predicted label: 4, accumulative accuracy: 0.9724497393894267
Image 1343, true label: 9, predicted label: 9, accumulative accuracy: 0.9724702380952381
Image 1344, true label: 6, predicted label: 6, accumulative accuracy: 0.9724907063197026
Image 1345, true label: 2, predicted label: 2, accumulative accuracy: 0.9725111441307578
Image 1346, true label: 7, predicted label: 7, accumulative accuracy: 0.9725315515961396
Image 1347, true label: 7, predicted label: 7, accumulative accuracy: 0.9725519287833828
Image 1348, true label: 2, predicted label: 2, accumulative accuracy: 0.9725722757598221
Image 1349, true label: 2, predicted label: 2, accumulative accuracy: 0.9725925925925926
Image 1350, true label: 1, predicted label: 1, accumulative accuracy: 0.9726128793486306
Image 1351, true label: 1, predicted label: 1, accumulative accuracy: 0.9726331360946746
Image 1352, true label: 2, predicted label: 2, accumulative accuracy: 0.9726533628972653
Image 1353, true label: 8, predicted label: 8, accumulative accuracy: 0.9726735598227474
Image 1354, true label: 3, predicted label: 3, accumulative accuracy: 0.9726937269372694
Image 1355, true label: 7, predicted label: 7, accumulative accuracy: 0.9727138643067846
Image 1356, true label: 2, predicted label: 2, accumulative accuracy: 0.9727339719970524
Image 1357, true label: 4, predicted label: 4, accumulative accuracy: 0.9727540500736377
Image 1358, true label: 1, predicted label: 1, accumulative accuracy: 0.9727740986019132
Image 1359, true label: 7, predicted label: 7, accumulative accuracy: 0.9727941176470588
Image 1360, true label: 1, predicted label: 1, accumulative accuracy: 0.9728141072740631
Image 1361, true label: 7, predicted label: 7, accumulative accuracy: 0.972834067547724
Image 1362, true label: 6, predicted label: 6, accumulative accuracy: 0.9728539985326485
Image 1363, true label: 7, predicted label: 7, accumulative accuracy: 0.9728739002932552
Image 1364, true label: 8, predicted label: 8, accumulative accuracy: 0.9728937728937729
Image 1365, true label: 2, predicted label: 2, accumulative accuracy: 0.972913616398243
Image 1366, true label: 7, predicted label: 7, accumulative accuracy: 0.9729334308705194
Image 1367, true label: 3, predicted label: 3, accumulative accuracy: 0.972953216374269
Image 1368, true label: 1, predicted label: 1, accumulative accuracy: 0.972972972972973
Image 1369, true label: 7, predicted label: 7, accumulative accuracy: 0.972992700729927
Image 1370, true label: 5, predicted label: 5, accumulative accuracy: 0.9730123997082422
Image 1371, true label: 8, predicted label: 8, accumulative accuracy: 0.9730320699708455
Image 1372, true label: 2, predicted label: 2, accumulative accuracy: 0.9730517115804806
Image 1373, true label: 6, predicted label: 6, accumulative accuracy: 0.9730713245997089
Image 1374, true label: 2, predicted label: 2, accumulative accuracy: 0.9730909090909091
Image 1375, true label: 2, predicted label: 2, accumulative accuracy: 0.9731104651162791
Image 1376, true label: 5, predicted label: 5, accumulative accuracy: 0.9731299927378358
Image 1377, true label: 6, predicted label: 6, accumulative accuracy: 0.9731494920174165
Image 1378, true label: 5, predicted label: 6, accumulative accuracy: 0.9724437998549673
Image 1379, true label: 0, predicted label: 0, accumulative accuracy: 0.972463768115942
Image 1380, true label: 9, predicted label: 9, accumulative accuracy: 0.9724837074583635
Image 1381, true label: 2, predicted label: 2, accumulative accuracy: 0.9725036179450073
Image 1382, true label: 4, predicted label: 4, accumulative accuracy: 0.9725234996384671
Image 1383, true label: 3, predicted label: 3, accumulative accuracy: 0.9725433526011561
Image 1384, true label: 3, predicted label: 3, accumulative accuracy: 0.9725631768953069
Image 1385, true label: 9, predicted label: 9, accumulative accuracy: 0.9725829725829725
Image 1386, true label: 7, predicted label: 7, accumulative accuracy: 0.9726027397260274
Image 1387, true label: 6, predicted label: 6, accumulative accuracy: 0.9726224783861671
Image 1388, true label: 6, predicted label: 6, accumulative accuracy: 0.97264218862491
Image 1389, true label: 8, predicted label: 8, accumulative accuracy: 0.9726618705035971
Image 1390, true label: 0, predicted label: 0, accumulative accuracy: 0.9726815240833933
Image 1391, true label: 4, predicted label: 4, accumulative accuracy: 0.9727011494252874
Image 1392, true label: 1, predicted label: 1, accumulative accuracy: 0.9727207465900933
Image 1393, true label: 5, predicted label: 3, accumulative accuracy: 0.9720229555236729
Image 1394, true label: 8, predicted label: 8, accumulative accuracy: 0.9720430107526882
Image 1395, true label: 2, predicted label: 2, accumulative accuracy: 0.9720630372492837
Image 1396, true label: 9, predicted label: 9, accumulative accuracy: 0.972083035075161
Image 1397, true label: 1, predicted label: 1, accumulative accuracy: 0.9721030042918455
Image 1398, true label: 8, predicted label: 8, accumulative accuracy: 0.9721229449606862
Image 1399, true label: 0, predicted label: 0, accumulative accuracy: 0.9721428571428572
total cycles (32767 Hz): 5940125 (right shift by 4)
Image 1400, true label: 6, predicted label: 6, accumulative accuracy: 0.9721627408993576
Image 1401, true label: 7, predicted label: 7, accumulative accuracy: 0.9721825962910129
Image 1402, true label: 2, predicted label: 2, accumulative accuracy: 0.9722024233784747
Image 1403, true label: 1, predicted label: 1, accumulative accuracy: 0.9722222222222222
Image 1404, true label: 0, predicted label: 0, accumulative accuracy: 0.9722419928825623
Image 1405, true label: 5, predicted label: 5, accumulative accuracy: 0.9722617354196301
Image 1406, true label: 5, predicted label: 5, accumulative accuracy: 0.9722814498933902
Image 1407, true label: 2, predicted label: 2, accumulative accuracy: 0.9723011363636364
Image 1408, true label: 0, predicted label: 0, accumulative accuracy: 0.9723207948899929
Image 1409, true label: 2, predicted label: 2, accumulative accuracy: 0.9723404255319149
Image 1410, true label: 2, predicted label: 2, accumulative accuracy: 0.9723600283486888
Image 1411, true label: 0, predicted label: 0, accumulative accuracy: 0.9723796033994334
Image 1412, true label: 2, predicted label: 2, accumulative accuracy: 0.9723991507430998
Image 1413, true label: 4, predicted label: 4, accumulative accuracy: 0.9724186704384724
Image 1414, true label: 9, predicted label: 9, accumulative accuracy: 0.9724381625441696
Image 1415, true label: 8, predicted label: 8, accumulative accuracy: 0.972457627118644
Image 1416, true label: 0, predicted label: 0, accumulative accuracy: 0.9724770642201835
Image 1417, true label: 9, predicted label: 9, accumulative accuracy: 0.9724964739069112
Image 1418, true label: 9, predicted label: 9, accumulative accuracy: 0.9725158562367865
Image 1419, true label: 4, predicted label: 4, accumulative accuracy: 0.9725352112676057
Image 1420, true label: 6, predicted label: 6, accumulative accuracy: 0.9725545390570021
Image 1421, true label: 5, predicted label: 5, accumulative accuracy: 0.9725738396624473
Image 1422, true label: 4, predicted label: 4, accumulative accuracy: 0.9725931131412509
Image 1423, true label: 9, predicted label: 9, accumulative accuracy: 0.9726123595505618
Image 1424, true label: 1, predicted label: 1, accumulative accuracy: 0.9726315789473684
Image 1425, true label: 8, predicted label: 8, accumulative accuracy: 0.9726507713884993
Image 1426, true label: 3, predicted label: 3, accumulative accuracy: 0.9726699369306236
Image 1427, true label: 4, predicted label: 4, accumulative accuracy: 0.9726890756302521
Image 1428, true label: 9, predicted label: 9, accumulative accuracy: 0.9727081875437369
Image 1429, true label: 9, predicted label: 9, accumulative accuracy: 0.9727272727272728
Image 1430, true label: 1, predicted label: 1, accumulative accuracy: 0.9727463312368972
Image 1431, true label: 2, predicted label: 2, accumulative accuracy: 0.9727653631284916
Image 1432, true label: 2, predicted label: 2, accumulative accuracy: 0.9727843684577809
Image 1433, true label: 8, predicted label: 8, accumulative accuracy: 0.9728033472803347
Image 1434, true label: 1, predicted label: 1, accumulative accuracy: 0.972822299651568
Image 1435, true label: 9, predicted label: 9, accumulative accuracy: 0.9728412256267409
Image 1436, true label: 6, predicted label: 6, accumulative accuracy: 0.9728601252609603
Image 1437, true label: 4, predicted label: 4, accumulative accuracy: 0.9728789986091794
Image 1438, true label: 0, predicted label: 0, accumulative accuracy: 0.9728978457261988
Image 1439, true label: 9, predicted label: 9, accumulative accuracy: 0.9729166666666667
Image 1440, true label: 4, predicted label: 4, accumulative accuracy: 0.9729354614850798
Image 1441, true label: 8, predicted label: 8, accumulative accuracy: 0.9729542302357836
Image 1442, true label: 3, predicted label: 3, accumulative accuracy: 0.972972972972973
Image 1443, true label: 8, predicted label: 8, accumulative accuracy: 0.9729916897506925
Image 1444, true label: 6, predicted label: 6, accumulative accuracy: 0.9730103806228374
Image 1445, true label: 0, predicted label: 0, accumulative accuracy: 0.9730290456431535
Image 1446, true label: 2, predicted label: 2, accumulative accuracy: 0.9730476848652384
Image 1447, true label: 5, predicted label: 5, accumulative accuracy: 0.9730662983425414
Image 1448, true label: 1, predicted label: 1, accumulative accuracy: 0.9730848861283644
Image 1449, true label: 9, predicted label: 9, accumulative accuracy: 0.973103448275862
Image 1450, true label: 6, predicted label: 6, accumulative accuracy: 0.9731219848380427
Image 1451, true label: 2, predicted label: 2, accumulative accuracy: 0.9731404958677686
Image 1452, true label: 9, predicted label: 9, accumulative accuracy: 0.9731589814177564
Image 1453, true label: 4, predicted label: 4, accumulative accuracy: 0.9731774415405777
Image 1454, true label: 0, predicted label: 0, accumulative accuracy: 0.9731958762886598
Image 1455, true label: 9, predicted label: 9, accumulative accuracy: 0.9732142857142857
Image 1456, true label: 6, predicted label: 6, accumulative accuracy: 0.9732326698695951
Image 1457, true label: 0, predicted label: 0, accumulative accuracy: 0.9732510288065843
Image 1458, true label: 6, predicted label: 6, accumulative accuracy: 0.9732693625771076
Image 1459, true label: 2, predicted label: 2, accumulative accuracy: 0.9732876712328767
Image 1460, true label: 5, predicted label: 5, accumulative accuracy: 0.973305954825462
Image 1461, true label: 4, predicted label: 4, accumulative accuracy: 0.9733242134062927
Image 1462, true label: 2, predicted label: 2, accumulative accuracy: 0.9733424470266575
Image 1463, true label: 3, predicted label: 3, accumulative accuracy: 0.9733606557377049
Image 1464, true label: 8, predicted label: 8, accumulative accuracy: 0.9733788395904437
Image 1465, true label: 4, predicted label: 4, accumulative accuracy: 0.9733969986357435
Image 1466, true label: 5, predicted label: 5, accumulative accuracy: 0.9734151329243353
Image 1467, true label: 5, predicted label: 5, accumulative accuracy: 0.973433242506812
Image 1468, true label: 0, predicted label: 0, accumulative accuracy: 0.9734513274336283
Image 1469, true label: 3, predicted label: 3, accumulative accuracy: 0.9734693877551021
Image 1470, true label: 8, predicted label: 8, accumulative accuracy: 0.973487423521414
Image 1471, true label: 5, predicted label: 5, accumulative accuracy: 0.9735054347826086
Image 1472, true label: 3, predicted label: 3, accumulative accuracy: 0.9735234215885947
Image 1473, true label: 5, predicted label: 5, accumulative accuracy: 0.9735413839891451
Image 1474, true label: 8, predicted label: 8, accumulative accuracy: 0.9735593220338983
Image 1475, true label: 6, predicted label: 6, accumulative accuracy: 0.9735772357723578
Image 1476, true label: 5, predicted label: 5, accumulative accuracy: 0.973595125253893
Image 1477, true label: 7, predicted label: 7, accumulative accuracy: 0.9736129905277402
Image 1478, true label: 6, predicted label: 6, accumulative accuracy: 0.973630831643002
Image 1479, true label: 3, predicted label: 3, accumulative accuracy: 0.9736486486486486
Image 1480, true label: 3, predicted label: 3, accumulative accuracy: 0.9736664415935179
Image 1481, true label: 9, predicted label: 9, accumulative accuracy: 0.9736842105263158
Image 1482, true label: 6, predicted label: 6, accumulative accuracy: 0.973701955495617
Image 1483, true label: 1, predicted label: 1, accumulative accuracy: 0.9737196765498652
Image 1484, true label: 1, predicted label: 1, accumulative accuracy: 0.9737373737373738
Image 1485, true label: 2, predicted label: 2, accumulative accuracy: 0.9737550471063257
Image 1486, true label: 9, predicted label: 9, accumulative accuracy: 0.9737726967047747
Image 1487, true label: 0, predicted label: 0, accumulative accuracy: 0.9737903225806451
Image 1488, true label: 4, predicted label: 4, accumulative accuracy: 0.9738079247817327
Image 1489, true label: 3, predicted label: 3, accumulative accuracy: 0.9738255033557047
Image 1490, true label: 3, predicted label: 3, accumulative accuracy: 0.9738430583501007
Image 1491, true label: 6, predicted label: 6, accumulative accuracy: 0.9738605898123325
Image 1492, true label: 9, predicted label: 9, accumulative accuracy: 0.9738780977896851
Image 1493, true label: 5, predicted label: 5, accumulative accuracy: 0.9738955823293173
Image 1494, true label: 7, predicted label: 7, accumulative accuracy: 0.9739130434782609
Image 1495, true label: 3, predicted label: 3, accumulative accuracy: 0.9739304812834224
Image 1496, true label: 7, predicted label: 7, accumulative accuracy: 0.9739478957915831
Image 1497, true label: 7, predicted label: 7, accumulative accuracy: 0.9739652870493992
Image 1498, true label: 7, predicted label: 7, accumulative accuracy: 0.9739826551034023
Image 1499, true label: 8, predicted label: 8, accumulative accuracy: 0.974
total cycles (32767 Hz): 6364422 (right shift by 4)
Image 1500, true label: 7, predicted label: 7, accumulative accuracy: 0.9740173217854764
Image 1501, true label: 9, predicted label: 9, accumulative accuracy: 0.974034620505992
Image 1502, true label: 8, predicted label: 8, accumulative accuracy: 0.9740518962075848
Image 1503, true label: 3, predicted label: 3, accumulative accuracy: 0.9740691489361702
Image 1504, true label: 0, predicted label: 0, accumulative accuracy: 0.9740863787375416
Image 1505, true label: 7, predicted label: 7, accumulative accuracy: 0.9741035856573705
Image 1506, true label: 2, predicted label: 2, accumulative accuracy: 0.9741207697412076
Image 1507, true label: 7, predicted label: 7, accumulative accuracy: 0.9741379310344828
Image 1508, true label: 9, predicted label: 9, accumulative accuracy: 0.974155069582505
Image 1509, true label: 4, predicted label: 4, accumulative accuracy: 0.9741721854304636
Image 1510, true label: 5, predicted label: 5, accumulative accuracy: 0.9741892786234282
Image 1511, true label: 4, predicted label: 4, accumulative accuracy: 0.9742063492063492
Image 1512, true label: 9, predicted label: 9, accumulative accuracy: 0.9742233972240582
Image 1513, true label: 3, predicted label: 3, accumulative accuracy: 0.9742404227212682
Image 1514, true label: 2, predicted label: 2, accumulative accuracy: 0.9742574257425742
Image 1515, true label: 1, predicted label: 1, accumulative accuracy: 0.9742744063324539
Image 1516, true label: 4, predicted label: 4, accumulative accuracy: 0.974291364535267
Image 1517, true label: 0, predicted label: 0, accumulative accuracy: 0.974308300395257
Image 1518, true label: 2, predicted label: 2, accumulative accuracy: 0.9743252139565504
Image 1519, true label: 3, predicted label: 3, accumulative accuracy: 0.9743421052631579
Image 1520, true label: 7, predicted label: 7, accumulative accuracy: 0.9743589743589743
Image 1521, true label: 5, predicted label: 5, accumulative accuracy: 0.9743758212877792
Image 1522, true label: 7, predicted label: 7, accumulative accuracy: 0.9743926460932371
Image 1523, true label: 8, predicted label: 8, accumulative accuracy: 0.9744094488188977
Image 1524, true label: 8, predicted label: 8, accumulative accuracy: 0.9744262295081967
Image 1525, true label: 5, predicted label: 5, accumulative accuracy: 0.9744429882044561
Image 1526, true label: 0, predicted label: 0, accumulative accuracy: 0.9744597249508841
Image 1527, true label: 1, predicted label: 6, accumulative accuracy: 0.9738219895287958
Image 1528, true label: 1, predicted label: 1, accumulative accuracy: 0.973839110529758
Image 1529, true label: 4, predicted label: 4, accumulative accuracy: 0.9738562091503268
Image 1530, true label: 8, predicted label: 7, accumulative accuracy: 0.9732201175702155
Image 1531, true label: 3, predicted label: 3, accumulative accuracy: 0.9732375979112271
Image 1532, true label: 9, predicted label: 9, accumulative accuracy: 0.9732550554468362
Image 1533, true label: 0, predicted label: 0, accumulative accuracy: 0.9732724902216427
Image 1534, true label: 0, predicted label: 0, accumulative accuracy: 0.9732899022801303
